start	
6524	트링겔 의회의 명령을 받아 지하수로에서 에텔레인으로 향하는 곳의 위험을 감지하고 위험이 발견되면 제거하는 것이 경비단의 임무입니다.<RETURN=1/><COLOR=FFE46D0A>- 90레벨부터 트링겔에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6525	알트하임 공화국 이전 시대의 고서부터 과학, 기술, 마법등 지식을 얻고 자 하는 자들로 한 때 번성했지만..오랜 세월 전쟁으로 인해 많은 책들은 유실되고 말았습니다.<RETURN=1/><COLOR=FFE46D0A>- 90레벨부터 트링겔에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6526	언제부터 생긴지 알 수 없는 지하수로에는 우리가 알지 못하는 예전의 유물들로 가득합니다. 우리가 알 지 못하는 시대에 대한 탐구가 발굴단의 목표입니다.<RETURN=1/><COLOR=FFE46D0A>- 90레벨부터 트링겔에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6527	한때 에텔레인은 친 제국세력이었지만, 이그니스가 이끄는 벨트헨, 트링겔의 해방군에 의해 수복되고 지금은 해방군의 중심으로 전장을 이끌고 있다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 조금 알려짐 달성 시 에텔레인에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6528	에텔레인 의회의 명령을 받아 얼어붙은 궁전과 용족의 계곡에서의 위협으로 부터 도시를 방어하는 것이 경비단의 임무입니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 조금 알려짐 달성 시 에텔레인에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6529	본래 연금술사 집단은 해방군과 제국과의 싸움에는 관여하지 않았습니다. 하지만 그들이 찾고 있던 진리에 해방군의 지도자 이그니스의 지식이 필요하기에 잠시 해방군의 편에서 과학과 무기 개발을 위해 힘을 쓰고 있습니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 조금 알려짐 달성 시 에텔레인에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6530	전란으로 흉흉한 세상과 무관하게 현재 브라키온 대륙을 통틀어 가장 많은 부를 추척한 집단인 무역연합은 에텔레인을 기반으로 성장했지만 제국과의 거래또한 마다하지 않고 있다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 조금 알려짐 달성 시 에텔레인에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6531	무덤이 된 옛 왕국의 도시 아이올트를 재건하기 위해 해방군에서는 재건 위원회를 중심으로 아이올트의 재건을 위해 노력하고 있습니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 많이 알려짐 달성 시 고통의 묘지에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6532	아이올트 재건위원회의 명령을 받아 아이올트 공동묘지에 남아 있는 위협요소를 제거 합니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 많이 알려짐 달성 시 고통의 묘지에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6533	오랜 역사를 가지고 있는 전통 있는 상조회사 '천국의 문'.. 하지만 아이올트가 재건됨에 따라 위기감을 느끼고 선진화된 상조 서비스를 개발하려 노력하고 있습니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 많이 알려짐 달성 시 고통의 묘지에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6534	오염된 땅 아이올트를 정화시키기 위해 오랜 세월 동안 노력한 해밀턴의 농장은 오염된 땅을 정화 시키는 식물을 재배하고 있습니다. 해밀턴의 고민은 어떻게 하면 정화식물이 정화의 능력외에 맛도 있을까? 라는 고민으로 농장을 가꾸고 있습니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 많이 알려짐 달성 시 고통의 묘지에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6535	조사관 애덤스는 아이올트의 오랫동안 뭍혀있는 유물에 관심을 가지고, 자신만의 탐사단을 꾸려 보물을 탐사하려 합니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 많이 알려짐 달성 시 고통의 묘지에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6536	오크라 마을의 장로 크롤리버사는 마을을 지키기 위한 일이라면 상대가 해방군이든 제국이든 관계치 않아 합니다.<RETURN=1/><COLOR=FFE46D0A>- 오크라 사제단 평판 매우 좋음 달성 시 오크라에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6537	라비모라는 크롤리버사와 대립하고 있으며, 검은에테르에 의해 오염된 마을에 대한 걱정을 하고 있습니다.<RETURN=1/><COLOR=FFE46D0A>- 늪지대 수호자 평판 매우 좋음 달성 시 오크라에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6538	크롤리버사를 따르는 사제단은 크롤리버사의 명령에 따라 검은 에테르를 연구해 오크라의 무기로 만들기 위한 노력을 하고 있습니다. 무기의 목표가 제국일지 해방군인지는 알 수 없습니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 조금 유명함 달성 시 오크라에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6539	오크라의 오래된 예언에 따라 별을 연구하고 있는 별지기들. 오크라 마을의 장로는 별의 움직임을 관측하여 미래를 예언하는 전통을 가지고 있습니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 조금 유명함 달성 시 오크라에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6540	돈이 되는 일이라면 어떤 일이든 하는 집단. 현재는 크롤리버사에게 고용되어 오크라의 치안을 담당하고 있지만 그 실체는 무법자에 가깝습니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 조금 유명함 달성 시 오크라에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6541	라비모라를 따르는 자들로 검은 에테르로 오염된 네벨의 늪지대를 회복시키기 위해 노력하고 있습니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 조금 유명함 달성 시 오크라에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
6542	헬론의 유물을 탐사할 목적으로 만들어진 탐사단. 그 정체는 아이올트에서 유물탐사로 많은 돈을 벌고 있는 애덤스의 제2탐사단입니다.<RETURN=1/><COLOR=FFE46D0A>- 해방군 의회 명성 조금 유명함 달성 시 오크라에서 일일퀘스트를 수행할 수 있습니다.<RETURN=1/>- 해방군 의회 명성에 영향을 줍니다.</COLOR>
//오후 6:07 2011-11-22	
2475	방 입장 시 현재 파티가 탈퇴 됩니다. 계속 하시겠습니까?
2476	방 입장 시 현재 파티가 탈퇴 됩니다.
//오후 6:44 2011-11-22	
300681	냄새나는 '그것'
300682	황금
300683	천둥마루 일족의 수급 
301681	차마 설명할 수 없는 '그것'
301682	반짝반짝하는 황금 
301683	베어버린 적의 수급
20222	순찰대원 아이만
20223	순찰대원 자이트
20224	수습 연금술사 불프
20225	에텔레엔 경비대원 요슈카
20226	지하수로 감시병 요하임
//오전 11:18 2011-11-23	
401879	익명의 투서
401880	배달 업무
401881	수령의 증거
159664	주정뱅이 산타가 준 크리스마스 선물상자 안에 들어있던 탈 것. 왠지 산타가 된 기분이다.
159665	주정뱅이 산타가 준 크리스마스 선물상자 안에 들어있던 탈 것. 왠지 산타가 된 느낌이다.<이 루돌프는 일정기간이 지난 후 사라집니다.>
//오gn 2:14 2011-11-23	
155457	선물할 수 있는 아이템이 없습니다.
//오후 4:29 2011-11-23	
402169	순찰대원 아이만
402170	아이만의 조사1
402171	아이만의 조사2
402172	아이만의 조사3
402173	순찰대원 자이트
402174	자이트의 조사1
402175	자이트의 조사2
402176	자이트의 조사3
402177	숲의 입구
402179	사로잡은 야수정찰병2
402180	푸른시내 광전사의 폭주
402181	좁은계곡 정찰대장의 폭주
402182	음모의 발견
402183	헬가의 부름
402184	숲의 전쟁
402187	가난한 연금술사3
402188	가난한 연금술사4
402189	에텔레인 경비대원
402190	요슈카의 요구1
402191	요슈카의 요구2
402192	요슈카의 요구3
402193	요슈카의 요구4
402194	요슈카의 선물
402195	헬가의 부름2
402196	숲의 전쟁2
402197	경비대장 본 헤를링1
402198	경비상태 확인1
402199	경비상태 확인2
402200	경비상태 확인3
402201	경비상태 확인4
402202	본 헤를링의 명령1
402203	경비대장 본 헤를링2
402204	경비병의 요구1
402205	경비병의 요구2
402206	경비병의 요구3
402207	경비병의 요구4
402208	본 헤를링의 명령2
402209	유베트의 부름
402210	지하수로의 전쟁
402211	의원 란트하츠1
402212	불우이웃돕기1
402213	불우이웃돕기2
402214	불우이웃돕기3
402215	불우이웃돕기4
402216	트링겔 의회의 명령1
402217	의원 란트하츠2
402218	마을정비사업1
402219	마을정비사업2
402220	마을정비사업3
402221	마을정비사업4
402222	트링겔의회의 명령2
402223	녹슨수문의 지하수로
402224	정찰병 카이오에게 맡긴 임무
402225	해골보병 제거
402226	검은수로 보병 제거
402227	떠도는 죄인 제거
402228	유령의 유골
402229	서쪽 미로의 지하수로
402230	검은수로의 감시자들
402231	검은수로의 궁수
402232	어둠의 해골보병
402233	검은수로 감시대장
402234	떠도는 원혼들
402235	퇴마작업1
402236	저급한원혼의 제거1
402237	저급한원혼의 제거2
402238	에텔레인의 협력
402240	지하수로의 전쟁2
402241	에텔레인의 경비대장 알칸
//오후 7:08 2011-11-23	
20227	사로잡은 야수보초병
//오전 11:47 2011-11-24	
401882	파업의 루돌프
//2011-11-21스킬 개선(버서커)	
25208	웨폰브레이크
//오후 12:00 2011-11-25	
158664	길들여진 루돌프(무제한)
158665	길들여진 루돌프(기간제)
300684	길들여진 루돌프 상자(1일)
300685	길들여진 루돌프 상자(7일)
300686	길들여진 루돌프 상자(14일)
300687	길들여진 루돌프 상자(30일)
300688	길들여진 루돌프 상자(90일)
//오후 3:24 2011-11-25	
2474	타락한 사원에 입장 가능한 시간이 아닙니다.
//오후 4:52 2011-11-25	
301675	마부 브랜든이 전달을 부탁한 익명의 투서. 봉투에 사슴의 발자국 모양이 선명하게 찍혀있다.\n\n받는이 : 주정뱅이 영감\n\n어린 나는 무리들과 떨어져 셀수없이 수 많은\n겨울을 그 알량한 사랑의 나눔이라는 슬로건에 휘둘려 주정뱅이 영감에게 노동착취 당했다.\n\n나는 정중하고 단호하게 내가 처한 사항의 부당함을 알렸지만 당신들은 그깟 공짜 선물에눈이 멀어 진실을 외면했다.\n\n나는 행동할 것이다.\n\n억울하게 쓰러져간 나의 선조 사슴들과\n아직 어린 사슴들을 위해 투쟁할 것이다.\n이것은 비단 주정뱅이 영감뿐 아니라 방관자인당신들 모두에게 보내는 경고다!
301677	아직 수령확인이 되지 않은 확인증. '트링겔'에 있는 '타락한 꼬마 악마'에게 선물을 전해주고 서명을 받아와야 한다.
301680	주정뱅이 산타가 고마움의 표시로 준 크리스마스 선물. 어쩐지 술 냄새가 풍기는 것 같다.\n<우 클릭으로 열기>
301684	정해진 기간동안 이용 할 수 있는 탈 것 '길들여진 루돌프'가 들어있는 상자.\n<우 클릭으로 열기>\n\n주의사항 : 한번 열면 다른 사람과 거래가 불가능하니 주의하세요!
301685	정해진 기간동안 이용 할 수 있는 탈 것 '길들여진 루돌프'가 들어있는 상자.\n<우 클릭으로 열기>\n\n주의사항 : 한번 열면 다른 사람과 거래가 불가능하니 주의하세요!
301686	정해진 기간동안 이용 할 수 있는 탈 것 '길들여진 루돌프'가 들어있는 상자.\n<우 클릭으로 열기>\n\n주의사항 : 한번 열면 다른 사람과 거래가 불가능하니 주의하세요!
301687	정해진 기간동안 이용 할 수 있는 탈 것 '길들여진 루돌프'가 들어있는 상자.\n<우 클릭으로 열기>\n\n주의사항 : 한번 열면 다른 사람과 거래가 불가능하니 주의하세요!
301688	정해진 기간동안 이용 할 수 있는 탈 것 '길들여진 루돌프'가 들어있는 상자.\n<우 클릭으로 열기>\n\n주의사항 : 한번 열면 다른 사람과 거래가 불가능하니 주의하세요!
300689	루돌프 제압의 증거
301689	파업한 루돌프의 리더를 제압한 증거. 매우 반짝인다. 혹시 이것은?!
//오후 6:12 2011-11-25	
155007	보관함
//오후 7:05 2011-11-25	
6785	해결사
90999	파업진압
91000	해결사
92999	주정뱅이 산타의 '파업의 루돌프' 퀘스트를 1회 완료합니다.
93000	주정뱅이 산타의 '지속적인 파업' 퀘스트를 12회 완료하고 해결사가 됩니다.
50349	<FONT=m212>축하 합니다. <COLOR=FF99CC00><HERONAME/></FONT></COLOR><FONT=mn12>님께서는 </FONT><FONT=m212><COLOR=FFCC99FF>파업진압</COLOR></FONT><FONT=mn12>을 성공적으로 완료 하였습니다.</FONT>
50350	<FONT=m212>축하 합니다. <COLOR=FF99CC00><HERONAME/></FONT></COLOR><FONT=mn12>님께서는 </FONT><FONT=m212><COLOR=FFCC99FF>해결사</COLOR></FONT><FONT=mn12>를 성공적으로 완료 하였습니다.</FONT>
//오후 12:06 2011-11-28	
401883	지속적인 파업
//오후 5:34 2011-11-28	
301679	파업한 루돌프의 거점인 '눈 내리는 벨트헨'으로 이동 할 수 있는 지도.<우 클릭으로 사용>\n\n주의사항 : 급하게 제작된 지도라서 다른 사람과 함께 입장 할 수 없습니다.
//오전 11:16 2011-11-29	
8360	단축키가 지정되었습니다.
8361	%s 기능의 %s가 해제되었습니다.
//오후 3:30 2011-11-29	
47731	12월의 행운 응모권
48731	응모권을 많이 모을수록 당첨 확률이 높아집니다. 이벤트 종료 후에 홈페이지>고객지원>통합신고 란을 통하여 신청하실 수 있습니다.
//오후 3:46 2011-11-29	
2471	(입장 가능)
2472	(시작 %d시 %d분 전)
2473	(시작 %d분 전)
//오후 8:57 2011-11-30	
158666	[지급품]해방군의 의지
158667	[지급품]스킨/에테리아 추출서
158668	[지급품]베테랑 모험가
158669	[지급품]조합 전문가
158675	[지급품]스킬 초기화
158676	[지급품]스탯 초기화
//오후 2:32 2011-12-01	
156000	http://member.webzen.com/MyAccount/WCoin/Used
//오후 12:44 2011-12-02	
155444	어떤 결재 수단으로 구입하시겠습니까?
155998	- W Coin (c)로 구매 시, PP Card Only 카테고리의 상품은 구입하실 수 없습니다.
155999	- W Coin (p)로 구매 시, Premium Only 카테고리의 상품은 구입하실 수 없습니다.
//오후 10:02 2011-12-05	
8355	PgUp
8356	PgDn
8357	del
8358	PrS
8359	ScL
8362	Ins
//오전 11:54 2011-12-06	
43081	이스라필의 낡은 모래시계
43082	이스라필의 평범한 모래시계
43083	이스라필의 고급 모래시계
6322	[%s]아이템에 시간을 되돌려 옵션의 효과를 다시 부여하시겠습니까? \n(현재 옵션은 모두 사라지며 새로운 옵션이 다시 부여 됩니다.)
//오후 3:06 2011-12-06	
90671	야수들의 숲 AC 10% 달성
90672	야수들의 숲 AC 20% 달성
90673	야수들의 숲 AC 30% 달성
90674	야수들의 숲 AC 40% 달성
90675	야수들의 숲 AC 50% 달성
90676	야수들의 숲 AC 60% 달성
90677	야수들의 숲 AC 70% 달성
90678	야수들의 숲 AC 80% 달성
90679	야수들의 숲 AC 90% 달성
90680	야수들의 숲 AC 100% 달성
90702	에텔레인 지하수로 AC 10% 달성
90703	에텔레인 지하수로 AC 20% 달성
90704	에텔레인 지하수로 AC 30% 달성
90705	에텔레인 지하수로 AC 40% 달성
90706	에텔레인 지하수로 AC 50% 달성
90707	에텔레인 지하수로 AC 60% 달성
90708	에텔레인 지하수로 AC 70% 달성
90709	에텔레인 지하수로 AC 80% 달성
90710	에텔레인 지하수로 AC 90% 달성
90711	에텔레인 지하수로 AC 100% 달성
90733	얼어붙은 궁전 AC 10% 달성
90734	얼어붙은 궁전 AC 20% 달성
90735	얼어붙은 궁전 AC 30% 달성
90736	얼어붙은 궁전 AC 40% 달성
90737	얼어붙은 궁전 AC 50% 달성
90738	얼어붙은 궁전 AC 60% 달성
90739	얼어붙은 궁전 AC 70% 달성
90740	얼어붙은 궁전 AC 80% 달성
90741	얼어붙은 궁전 AC 90% 달성
90742	얼어붙은 궁전 AC 100% 달성
90764	용족의 계곡 AC 10% 달성
90765	용족의 계곡 AC 20% 달성
90766	용족의 계곡 AC 30% 달성
90767	용족의 계곡 AC 40% 달성
90768	용족의 계곡 AC 50% 달성
90769	용족의 계곡 AC 60% 달성
90770	용족의 계곡 AC 70% 달성
90771	용족의 계곡 AC 80% 달성
90772	용족의 계곡 AC 90% 달성
90773	용족의 계곡 AC 100% 달성
90796	아이올트 공동묘지 AC 10% 달성
90797	아이올트 공동묘지 AC 20% 달성
90798	아이올트 공동묘지 AC 30% 달성
90799	아이올트 공동묘지 AC 40% 달성
90800	아이올트 공동묘지 AC 50% 달성
90801	아이올트 공동묘지 AC 60% 달성
90802	아이올트 공동묘지 AC 70% 달성
90803	아이올트 공동묘지 AC 80% 달성
90804	아이올트 공동묘지 AC 90% 달성
90805	아이올트 공동묘지 AC 100% 달성
90827	헬론의 성 AC 10% 달성
90828	헬론의 성 AC 20% 달성
90829	헬론의 성 AC 30% 달성
90830	헬론의 성 AC 40% 달성
90831	헬론의 성 AC 50% 달성
90832	헬론의 성 AC 60% 달성
90833	헬론의 성 AC 70% 달성
90834	헬론의 성 AC 80% 달성
90835	헬론의 성 AC 90% 달성
90836	헬론의 성 AC 100% 달성
90858	녹음의 대지 AC 10% 달성
90859	녹음의 대지 AC 20% 달성
90860	녹음의 대지 AC 30% 달성
90861	녹음의 대지 AC 40% 달성
90862	녹음의 대지 AC 50% 달성
90863	녹음의 대지 AC 60% 달성
90864	녹음의 대지 AC 70% 달성
90865	녹음의 대지 AC 80% 달성
90866	녹음의 대지 AC 90% 달성
90867	녹음의 대지 AC 100% 달성
//오후 5:38 2011-12-06	
40411	익스트림 물약
40410	그라말디의 물약
41410	상인 그라말디가 제조한 특수한 물약
41411	마시면 물리, 원소 공격력이 일정시간 동안 상승합니다.
//오후 6:48 2011-12-06	
155997	해당 W Coin으로 구입 가능한 아이템이 없습니다.
//오후 2:20 2011-12-14	
2194	인챈트 할 아이템을 올려주세요
2195	인챈트 실패 시 등급이 다운될 수 있습니다.
2196	인챈트 실패 시 아이템이 소멸될 수 있습니다.
2197	캐시 아이템 슬롯
2198	청색시약은 아이템 등급 다운을 방지합니다
2199	적색시약은 아이템 소멸을 방지합니다
//오후 2:36 2011-12-19	
45650	마력의 돌
46650	에테르 방어막을 강화하거나 번개의 토템에 마력을 주입 할 수 있다.
//오후 16:08 2011-12-23	
7255	길드랭킹
7256	길드와 관련된 업무는 제게 말씀하시면 됩니다.\n어떤 길드업무를 보시겠습니까?
7258	지역점령
7259	길드랭킹은 상위 50위 까지만 표시됩니다.
7260	길드 지원시설
7261	길드로그
7262	%s
7263	%s 이상
7264	%s
7265	필요 하임
7266	내 레벨
7267	내 소지 하임
7268	창설 길드명
7269	길드명을 입력하여 주십시오.
7270	창설을 요청한 길드명에 사용금지 단어가 포함되어 있습니다.\n다시 입력해 주십시오.
7271	필요 레벨
1006	길드 창고
70478	창설 가능한 길드이름의 최대 글자수를 초과하였습니다.<RETURN=1/>다시 입력해 주십시오.
6194	1. 길드 창고의 보관은 길드원 누구나 가능하나, 출고는 길드마스터, 서브마스터, 정예길드원만 가능합니다.<RETURN=1/>2. 길드창고는 길드레벨이 2레벨 이상인 길드만 이용이 가능합니다. <RETURN=1/>3. 아래 확인 버튼을 클릭한 후 창고를 이용해 주시기 바랍니다.
//오후 19:18 2011-12-26	
7272	길드 창설조건
7257	원하시는 길드명을 말씀해 주십시오.\n\n※길드명은 한글 8자, 영문 16자, 숫자를\n혼용하여 사용할 수 있습니다.
//오전 11:36 2011-12-29	
300690	릴케의 파편
47741	일몽의 반지
47742	야화의 반지
47743	펜릴의 목걸이
47744	스카디의 목걸이
47745	일몽의 반지 1일
47746	야화의 반지 1일
47747	펜릴의 목걸이 1일
47748	스카디의 목걸이 1일
47749	일몽의 반지 3일
47750	야화의 반지 3일
47751	펜릴의 목걸이 3일
47752	스카디의 목걸이 3일
47753	일몽의 반지 7일
47754	야화의 반지 7일
47755	펜릴의 목걸이 7일
47756	스카디의 목걸이 7일
48741	여신 릴케의 힘으로 구현한 상위차원의 반지. 여신의 가호가 다하면 다시 상위차원으로 돌아가 버린다.
48742	여신 릴케의 힘으로 구현한 상위차원의 반지. 여신의 가호가 다하면 다시 상위차원으로 돌아가 버린다.
48743	여신 릴케의 힘으로 구현한 상위차원의 목걸이. 여신의 가호가 다하면 다시 상위차원으로 돌아가 버린다.
48744	여신 릴케의 힘으로 구현한 상위차원의 목걸이. 여신의 가호가 다하면 다시 상위차원으로 돌아가 버린다.
//오후 2:34 2011-12-29	
90325	정령들의 쉼터 열쇠 수집
90326	정령들의 쉼터 보물지도 수집
90334	캡틴 베기
90339	우루디 사냥
90345	메인퀘스트 완료
90346	정령들의 쉼터 AC 10% 달성
90347	정령들의 쉼터 AC 20% 달성
90348	정령들의 쉼터 AC 30% 달성
90349	정령들의 쉼터 AC 40% 달성
90350	정령들의 쉼터 AC 50% 달성
90351	정령들의 쉼터 AC 60% 달성
90352	정령들의 쉼터 AC 70% 달성
90353	정령들의 쉼터 AC 80% 달성
90354	정령들의 쉼터 AC 90% 달성
90355	정령들의 쉼터 AC 100% 달성
92325	정령들의 쉼터 열쇠조각을 모두 수집합니다. 정령들의 쉼터 열쇠조각은 정령들의 쉼터 몬스터로부터 드랍됩니다.
92326	정령들의 쉼터 보물지도를 모두 수집합니다. 정령들의 쉼터 보물지도는 정령들의 쉼터 몬스터로부터 드랍됩니다.
92328	바람의 성배를 모두 수집합니다. 바람의 성배는 정령들의 쉼터 몬스터로부터 드랍됩니다.
92329	라비다나무 열매를 모두 수집합니다. 라비다나무 열매는 정령들의 쉼터 몬스터로부터 드랍됩니다.
92342	서브미션 지식의 나무를 클리어합니다.
92345	정령들의 쉼터 메인퀘스트를 완료합니다.
92346	정령들의 쉼터 AC달성률을 10% 달성합니다.
92347	정령들의 쉼터 AC달성률을 20% 달성합니다.
92348	정령들의 쉼터 AC달성률을 30% 달성합니다.
92349	정령들의 쉼터 AC달성률을 40% 달성합니다.
92350	정령들의 쉼터 AC달성률을 50% 달성합니다.
92351	정령들의 쉼터 AC달성률을 60% 달성합니다.
92352	정령들의 쉼터 AC달성률을 70% 달성합니다.
92353	정령들의 쉼터 AC달성률을 80% 달성합니다.
92354	정령들의 쉼터 AC달성률을 90% 달성합니다.
92355	정령들의 쉼터 AC달성률을 100% 달성합니다.
//오후 4:02 2011-12-29	
90190	세리엔트 원정대 보급상자
92190	세리엔트 대륙 AC 60%를 달성한 자들에게만 보급되는 상자 <우클릭으로 사용>
//오후 12:10 2012-01-02	
155880	미완의 아폴로 세트 최고 인챈트 달성
155881	미완의 아레스 세트 최고 인챈트 달성
155882	미완의 헤르메스 세트 최고 인챈트 달성
155883	미완의 니케 세트 최고 인챈트 달성
155884	미완의 아르테미스 세트 최고 인챈트 달성
155885	아폴로 세트 최고 인챈트 달성
155886	아레스 세트 최고 인챈트 달성
155887	헤르메스 세트 최고 인챈트 달성
155888	니케 세트 최고 인챈트 달성
155889	아르테미스 세트 최고 인챈트 달성
155890	파괴신 아폴로 세트 최고 인챈트 달성
155891	저주의 아레스 세트 최고 인챈트 달성
155892	탐욕의 헤르메스 세트 최고 인챈트 달성
155893	타락한 니케 세트 최고 인챈트 달성
155894	죽음의 아르테미스 세트 최고 인챈트 달성
155895	트론즈 세트 최고 인챈트 달성
155896	니슬로크 세트 최고 인챈트 달성
155897	미카르 세트 최고 인챈트 달성
155898	아시리아 세트 최고 인챈트 달성
155899	앙게레스 세트 최고 인챈트 달성
158880	미완의 아폴로 세트를 모두 +15 인챈트 달성합니다.
158881	미완의 아레스 세트를 모두 +15 인챈트 달성합니다.
158882	미완의 헤르메스 세트를 모두 +15 인챈트 달성합니다.
158883	미완의 니케 세트를 모두 +15 인챈트 달성합니다.
158884	미완의 아르테미스 세트를 모두 +15 인챈트 달성합니다.
158885	아폴로 세트를 모두 +15 인챈트 달성합니다.
158886	아레스 세트를 모두 +15 인챈트 달성합니다.
158887	헤르메스 세트를 모두 +15 인챈트 달성합니다.
158888	니케 세트를 모두 +15 인챈트 달성합니다.
158889	아르테미스 세트를 모두 +15 인챈트 달성합니다.
158890	파괴신 아폴로 세트를 모두 +15 인챈트 달성합니다.
158891	저주의 아레스 세트를 모두 +15 인챈트 달성합니다.
158892	탐욕의 헤르메스 세트를 모두 +15 인챈트 달성합니다.
158893	타락한 니케 세트를 모두 +15 인챈트 달성합니다.
158894	죽음의 아르테미스 세트를 모두 +15 인챈트 달성합니다.
158895	트론즈 세트를 모두 +15 인챈트 달성합니다.
158896	니슬로크 세트를 모두 +15 인챈트 달성합니다.
158897	미카르 세트를 모두 +15 인챈트 달성합니다.
158898	아시리아 세트를 모두 +15 인챈트 달성합니다.
158899	앙게레스 세트를 모두 +15 인챈트 달성합니다.
//오후 12:40 2012-01-02	
6166	길드 마크를 등록 및 변경하려면 길드 인장이 필요합니다.\n배경과 문양을 각각 선택하면 이미지가 조합되며,\n그 이미지로 길드 마크를 등록 및 변경할 수 있습니다.\n현재 등록되어 있는 길드 마크와 동일한 이미지는 사용할 수 없습니다.
//오후 4:10 2012-01-02	
2143	배경(원형)
2144	배경(방패)
2145	배경(기타)
2146	문양(동물)
2147	문양(기호)
2148	문양(기타)
//오전 9:56 2012-01-03	
6848	야수 학살자
6849	수로의 학살자
6850	설원의 학살자
6851	용족 학살자
6852	언데드 학살자
6853	헬론 학살자
6854	브라키온을 평정한
6855	정글을 꿰뚫는
6856	정령의 대변자
6857	만년설의
6858	황야를 건너는
6859	세리엔트를 평정한
//오전 11:52 2012-01-03	
11345	플레이어와 전투 시
11346	몬스터와 전투 시
//오후 2:18 2012-01-03	
2211	해당 아이템을 사용하기에 올바른 상황이 아닙니다.
//오후 5:48 2012-01-03	
2298	입고
2299	출고
2300	보관중인 하임
2301	입출금 할 하임을 입력해 주세요.
//오후 5:48 2012-01-04	
45651	사랑불꽃
45652	진정불꽃
45653	친애불꽃
45654	찬연불꽃
45655	백변선물함
46651	사랑불꽃' 글귀가 찍혀있는 브라키온 신석. 우클릭으로 사용 시 HP 600을 즉시회복시켜주며, 20개를 모아 제작상인에게 가져다주면 '백변선물함'으로 교환 가능합니다.
46652	진정불꽃' 글귀가 찍혀있는 브라키온 신석. 우클릭으로 사용 시 MP 100을 즉시회복시켜주며, 20개를 모아 제작상인에게 가져다주면 '백변선물함'으로 교환 가능합니다.
46653	친애불꽃' 글귀가 찍혀있는 브라키온 신석. 우클릭으로 사용 시 이동속도 10%를 상승시켜주며, 20개를 모아 제작상인에게 가져다주면 '백변선물함'으로 교환 가능합니다.
46654	찬연불꽃' 글귀가 찍혀있는 브라키온 신석. 우클릭으로 사용 시 크리티컬확률 1%를 상승시켜주며, 20개를 모아 제작상인에게 가져다주면 '백변선물함'으로 교환 가능합니다.
